tab	pmag_specimens
er_specimen_name	measurement_step_min	measurement_step_max	specimen_lab_field_dc_uT	specimen_int_corr_anisotropy	specimen_int_corr_nlt	specimen_int_corr_cooling_rate	specimen_int_uT	specimen_frac	specimen_int_ptrm_n	specimen_b_beta	specimen_int_dang	specimen_scat
mc160f2	0	540	25	1.00	-1.00	-	22.5	8.363e-01	5.000e+00	2.574e-02	2.618e+00	Pass
mc160f2	0	550	25	1.00	-1.00	-	22.6	9.366e-01	5.000e+00	2.102e-02	2.065e+00	Pass
mc160f2	150	540	25	1.00	-1.00	-	22.6	8.236e-01	5.000e+00	2.615e-02	2.610e+00	Pass
mc160f2	150	550	25	1.00	-1.00	-	22.7	9.239e-01	5.000e+00	2.125e-02	2.070e+00	Pass
mc160f2	200	540	25	1.00	-1.00	-	22.7	8.116e-01	5.000e+00	2.860e-02	2.622e+00	Pass
mc160f2	200	550	25	1.00	-1.00	-	22.8	9.118e-01	5.000e+00	2.311e-02	2.092e+00	Pass
mc160f2	250	540	25	1.00	-1.00	-	22.6	7.918e-01	5.000e+00	3.198e-02	2.626e+00	Pass
mc160f2	250	550	25	1.00	-1.00	-	22.7	8.921e-01	5.000e+00	2.571e-02	2.107e+00	Pass
mc160f2	300	550	25	1.00	-1.00	-	22.8	8.760e-01	5.000e+00	2.953e-02	2.180e+00	Pass
mc160f2	350	550	25	1.00	-1.00	-	22.8	8.483e-01	5.000e+00	3.550e-02	2.211e+00	Pass
mc160f2	400	550	25	1.00	-1.00	-	22.9	7.914e-01	5.000e+00	4.537e-02	2.225e+00	Pass
mc164c1	450	645	25	1.00	-1.00	-	78.6	8.033e-01	1.200e+01	4.118e-02	3.823e-01	Pass
mc164f1	550	650	25	1.00	-1.00	-	85.2	7.878e-01	1.200e+01	4.296e-02	2.493e-01	Pass
mc164f1	560	650	25	1.00	-1.00	-	85.2	7.834e-01	1.200e+01	4.552e-02	2.477e-01	Pass
mc164j1	150	645	25	1.00	-1.00	-	80.9	9.047e-01	1.200e+01	2.702e-02	3.038e-01	Pass
mc164j1	150	650	25	1.00	-1.00	-	85.5	9.682e-01	1.200e+01	2.463e-02	2.002e-01	Pass
mc164j1	200	645	25	1.00	-1.00	-	80.8	8.926e-01	1.200e+01	2.765e-02	2.293e-01	Pass
mc164j1	200	650	25	1.00	-1.00	-	85.4	9.561e-01	1.200e+01	2.526e-02	1.605e-01	Pass
mc164j1	250	645	25	1.00	-1.00	-	80.9	8.655e-01	1.200e+01	2.847e-02	2.020e-01	Pass
mc164j1	250	650	25	1.00	-1.00	-	85.4	9.290e-01	1.200e+01	2.597e-02	1.462e-01	Pass
mc164j1	300	645	25	1.00	-1.00	-	80.8	8.475e-01	1.200e+01	2.921e-02	1.783e-01	Pass
mc164j1	300	650	25	1.00	-1.00	-	85.4	9.109e-01	1.200e+01	2.666e-02	1.325e-01	Pass
mc164j1	350	645	25	1.00	-1.00	-	81.0	8.371e-01	1.200e+01	2.967e-02	2.009e-01	Pass
mc164j1	350	650	25	1.00	-1.00	-	85.6	9.006e-01	1.200e+01	2.714e-02	1.462e-01	Pass
mc164j1	400	645	25	1.00	-1.00	-	81.0	8.339e-01	1.200e+01	3.059e-02	1.964e-01	Pass
mc164j1	400	650	25	1.00	-1.00	-	85.6	8.974e-01	1.200e+01	2.796e-02	1.441e-01	Pass
mc164j1	425	645	25	1.00	-1.00	-	81.1	8.202e-01	1.200e+01	3.150e-02	1.949e-01	Pass
mc164j1	425	650	25	1.00	-1.00	-	85.7	8.836e-01	1.200e+01	2.877e-02	1.440e-01	Pass
mc164j1	450	645	25	1.00	-1.00	-	81.3	8.055e-01	1.200e+01	3.245e-02	1.779e-01	Pass
mc164j1	450	650	25	1.00	-1.00	-	85.9	8.690e-01	1.200e+01	2.963e-02	1.339e-01	Pass
mc164j1	500	645	25	1.00	-1.00	-	81.5	7.982e-01	1.200e+01	3.327e-02	2.184e-01	Pass
mc164j1	500	650	25	1.00	-1.00	-	86.1	8.616e-01	1.200e+01	3.041e-02	1.573e-01	Pass
mc164j1	520	645	25	1.00	-1.00	-	81.2	7.932e-01	1.200e+01	3.281e-02	2.381e-01	Pass
mc164j1	520	650	25	1.00	-1.00	-	85.8	8.566e-01	1.200e+01	3.055e-02	1.687e-01	Pass
mc164j1	530	645	25	1.00	-1.00	-	81.1	7.904e-01	1.200e+01	3.418e-02	2.447e-01	Pass
mc164j1	530	650	25	1.00	-1.00	-	85.7	8.539e-01	1.200e+01	3.186e-02	1.729e-01	Pass
mc164j1	540	645	25	1.00	-1.00	-	80.9	7.864e-01	1.200e+01	3.549e-02	2.519e-01	Pass
mc164j1	540	650	25	1.00	-1.00	-	85.6	8.499e-01	1.200e+01	3.321e-02	1.767e-01	Pass
mc164j1	550	650	25	1.00	-1.00	-	85.6	8.386e-01	1.200e+01	3.499e-02	1.856e-01	Pass
mc164j1	560	650	25	1.00	-1.00	-	85.8	8.306e-01	1.200e+01	3.687e-02	1.681e-01	Pass
mc164j1	565	650	25	1.00	-1.00	-	85.9	8.244e-01	1.200e+01	3.929e-02	1.782e-01	Pass
mc164j1	570	650	25	1.00	-1.00	-	85.7	8.159e-01	1.200e+01	4.194e-02	1.654e-01	Pass
mc164j1	575	650	25	1.00	-1.00	-	85.8	7.946e-01	1.200e+01	4.565e-02	1.768e-01	Pass
mc164j1	580	650	25	1.00	-1.00	-	86.3	7.826e-01	1.200e+01	5.011e-02	2.004e-01	Pass
mc167d2	150	550	25	1.00	-1.00	-	44.4	7.989e-01	6.000e+00	5.653e-02	7.191e-01	Pass
mc167e2	0	550	25	1.00	-1.00	-	44.3	8.617e-01	5.000e+00	4.296e-02	2.419e-01	Pass
mc167e2	0	560	25	1.00	-1.00	-	42.9	9.032e-01	6.000e+00	3.971e-02	2.351e-01	Pass
mc167e2	0	570	25	1.00	-1.00	-	42.1	9.225e-01	6.000e+00	3.632e-02	2.423e-01	Pass
mc167e2	0	580	25	1.00	-1.00	-	41.9	9.369e-01	7.000e+00	3.261e-02	2.468e-01	Pass
mc167e2	150	550	25	1.00	-1.00	-	45.4	8.417e-01	5.000e+00	4.120e-02	3.196e-01	Pass
mc167e2	150	560	25	1.00	-1.00	-	43.7	8.832e-01	6.000e+00	3.986e-02	2.977e-01	Pass
mc167e2	150	570	25	1.00	-1.00	-	42.8	9.024e-01	6.000e+00	3.706e-02	2.978e-01	Pass
mc167e2	150	580	25	1.00	-1.00	-	42.5	9.169e-01	7.000e+00	3.328e-02	2.989e-01	Pass
mc167e2	200	550	25	1.00	-1.00	-	45.8	8.324e-01	5.000e+00	4.572e-02	4.432e-01	Pass
mc167e2	200	560	25	1.00	-1.00	-	43.9	8.739e-01	6.000e+00	4.436e-02	4.023e-01	Pass
mc167e2	200	570	25	1.00	-1.00	-	42.9	8.931e-01	6.000e+00	4.116e-02	3.917e-01	Pass
mc167e2	250	550	25	1.00	-1.00	-	46.0	8.117e-01	5.000e+00	5.267e-02	6.338e-01	Pass
mc167e2	250	560	25	1.00	-1.00	-	43.9	8.532e-01	6.000e+00	5.071e-02	5.637e-01	Pass
mc167e2	250	570	25	1.00	-1.00	-	42.8	8.724e-01	6.000e+00	4.671e-02	5.357e-01	Pass
mc167e2	250	580	25	1.00	-1.00	-	42.5	8.868e-01	7.000e+00	4.165e-02	5.166e-01	Pass
mc167e2	300	550	25	1.00	-1.00	-	46.5	7.846e-01	5.000e+00	6.252e-02	1.042e+00	Pass
mc167e2	300	560	25	1.00	-1.00	-	44.0	8.261e-01	6.000e+00	5.994e-02	8.955e-01	Pass
mc167e2	300	570	25	1.00	-1.00	-	42.8	8.454e-01	6.000e+00	5.476e-02	8.249e-01	Pass
mc167e2	300	580	25	1.00	-1.00	-	42.5	8.598e-01	7.000e+00	4.855e-02	7.780e-01	Pass
mc167k1	0	560	25	1.00	-1.00	-	42.2	9.059e-01	6.000e+00	3.300e-02	1.481e+00	Pass
mc167k1	0	570	25	1.00	-1.00	-	41.7	9.314e-01	6.000e+00	2.944e-02	1.389e+00	Pass
mc167k1	0	580	25	1.00	-1.00	-	41.8	9.457e-01	7.000e+00	2.645e-02	1.290e+00	Pass
mc167k1	150	550	25	1.00	-1.00	-	44.6	8.367e-01	5.000e+00	2.800e-02	1.774e+00	Pass
mc167k1	150	560	25	1.00	-1.00	-	43.3	8.809e-01	6.000e+00	2.788e-02	1.521e+00	Pass
mc167k1	150	570	25	1.00	-1.00	-	42.7	9.064e-01	6.000e+00	2.574e-02	1.432e+00	Pass
mc167k1	150	580	25	1.00	-1.00	-	42.8	9.207e-01	7.000e+00	2.302e-02	1.334e+00	Pass
mc167k1	200	550	25	1.00	-1.00	-	45.1	7.872e-01	5.000e+00	2.968e-02	2.056e+00	Pass
mc167k1	200	560	25	1.00	-1.00	-	43.7	8.314e-01	6.000e+00	3.038e-02	1.747e+00	Pass
mc167k1	200	570	25	1.00	-1.00	-	43.0	8.569e-01	6.000e+00	2.817e-02	1.628e+00	Pass
mc167k1	200	580	25	1.00	-1.00	-	43.0	8.712e-01	7.000e+00	2.511e-02	1.508e+00	Pass
mc167k1	250	560	25	1.00	-1.00	-	43.2	8.040e-01	6.000e+00	3.273e-02	1.464e+00	Pass
mc167k1	250	570	25	1.00	-1.00	-	42.5	8.295e-01	6.000e+00	3.009e-02	1.411e+00	Pass
mc167k1	250	580	25	1.00	-1.00	-	42.5	8.438e-01	7.000e+00	2.675e-02	1.331e+00	Pass
mc167k1	300	570	25	1.00	-1.00	-	42.3	8.018e-01	6.000e+00	3.499e-02	1.294e+00	Pass
mc167k1	300	580	25	1.00	-1.00	-	42.4	8.161e-01	7.000e+00	3.096e-02	1.243e+00	Pass
mc200b1	0	450	30	1.00	-1.00	-	25.5	7.941e-01	2.000e+00	7.366e-02	6.724e+00	Pass
mc200b1	0	500	30	1.00	-1.00	-	25.0	8.685e-01	3.000e+00	6.342e-02	6.208e+00	Pass
mc200b1	0	525	30	1.00	-1.00	-	23.9	9.024e-01	3.000e+00	7.057e-02	7.220e+00	Pass
mc214b1	0	550	30	1.00	-1.00	-	51.2	8.885e-01	4.000e+00	3.962e-02	1.188e+00	Pass
mc214b1	0	575	30	1.00	-1.00	-	50.7	9.707e-01	4.000e+00	2.951e-02	8.136e-01	Pass
mc214b1	0	600	30	1.00	-1.00	-	50.0	9.852e-01	5.000e+00	2.517e-02	6.348e-01	Pass
mc214b1	100	550	30	1.00	-1.00	-	51.6	8.744e-01	4.000e+00	4.274e-02	1.126e+00	Pass
mc214b1	100	575	30	1.00	-1.00	-	50.9	9.566e-01	4.000e+00	3.175e-02	7.778e-01	Pass
mc214b1	100	600	30	1.00	-1.00	-	50.1	9.711e-01	5.000e+00	2.711e-02	6.116e-01	Pass
mc214b1	200	550	30	1.00	-1.00	-	51.1	8.728e-01	4.000e+00	4.547e-02	9.797e-01	Pass
mc214b1	200	575	30	1.00	-1.00	-	50.5	9.550e-01	4.000e+00	3.344e-02	6.958e-01	Pass
mc214b1	200	600	30	1.00	-1.00	-	49.8	9.695e-01	5.000e+00	2.843e-02	5.541e-01	Pass
mc214b1	300	550	30	1.00	-1.00	-	50.7	8.308e-01	4.000e+00	5.181e-02	7.262e-01	Pass
mc214b1	300	575	30	1.00	-1.00	-	50.2	9.130e-01	4.000e+00	3.756e-02	5.521e-01	Pass
mc214b1	300	600	30	1.00	-1.00	-	49.5	9.275e-01	5.000e+00	3.164e-02	4.492e-01	Pass
mc214b1	350	550	30	1.00	-1.00	-	49.9	7.862e-01	4.000e+00	5.765e-02	7.301e-01	Pass
mc214b1	350	575	30	1.00	-1.00	-	49.5	8.683e-01	4.000e+00	4.092e-02	5.373e-01	Pass
mc214b1	350	600	30	1.00	-1.00	-	48.8	8.828e-01	5.000e+00	3.409e-02	4.409e-01	Pass
mc214b1	400	575	30	1.00	-1.00	-	49.5	8.368e-01	4.000e+00	5.078e-02	5.424e-01	Pass
mc214b1	400	600	30	1.00	-1.00	-	48.8	8.513e-01	5.000e+00	4.165e-02	4.545e-01	Pass
mc214b1	450	600	30	1.00	-1.00	-	48.1	7.868e-01	5.000e+00	5.308e-02	4.626e-01	Pass
mc214d1	300	575	30	1.00	-1.00	-	41.8	8.767e-01	4.000e+00	4.390e-02	1.221e-01	Pass
mc214d1	300	600	30	1.00	-1.00	-	41.7	8.850e-01	5.000e+00	3.478e-02	8.862e-02	Pass
mc214d1	350	575	30	1.00	-1.00	-	41.0	8.335e-01	4.000e+00	4.407e-02	1.763e-01	Pass
mc214d1	350	600	30	1.00	-1.00	-	40.9	8.419e-01	5.000e+00	3.452e-02	1.219e-01	Pass
mc214d1	400	575	30	1.00	-1.00	-	40.5	7.929e-01	4.000e+00	5.155e-02	3.192e-01	Pass
mc214d1	400	600	30	1.00	-1.00	-	40.5	8.013e-01	5.000e+00	3.980e-02	2.387e-01	Pass
mc214g1	100	600	30	1.00	-1.00	-	43.8	9.813e-01	5.000e+00	3.389e-02	3.444e-02	Pass
mc214g1	200	575	30	1.00	-1.00	-	43.4	9.351e-01	4.000e+00	4.407e-02	2.078e-01	Pass
mc214g1	200	600	30	1.00	-1.00	-	43.3	9.421e-01	5.000e+00	3.498e-02	1.651e-01	Pass
mc214g1	300	575	30	1.00	-1.00	-	42.5	9.023e-01	4.000e+00	3.991e-02	1.851e-01	Pass
mc214g1	300	600	30	1.00	-1.00	-	42.5	9.093e-01	5.000e+00	3.145e-02	1.573e-01	Pass
mc214g1	350	575	30	1.00	-1.00	-	41.7	8.548e-01	4.000e+00	3.920e-02	2.914e-01	Pass
mc214g1	350	600	30	1.00	-1.00	-	41.8	8.619e-01	5.000e+00	3.065e-02	2.217e-01	Pass
mc214g1	400	575	30	1.00	-1.00	-	41.3	8.191e-01	4.000e+00	4.629e-02	2.324e-01	Pass
mc214g1	400	600	30	1.00	-1.00	-	41.5	8.261e-01	5.000e+00	3.575e-02	1.947e-01	Pass
mc214h1	400	600	30	1.00	-1.00	-	40.5	8.286e-01	5.000e+00	5.128e-02	7.740e-01	Pass
mc214j1	400	600	30	1.00	-1.00	-	37.5	8.014e-01	5.000e+00	5.391e-02	6.175e-01	Pass
mc217a1	0	525	30	1.00	1.00	-	26.9	8.627e-01	3.000e+00	1.588e-02	1.761e+00	Pass
mc217a1	0	550	30	1.00	1.00	-	26.8	9.576e-01	4.000e+00	1.165e-02	1.273e+00	Pass
mc217a1	0	575	30	1.00	1.00	-	26.9	9.848e-01	4.000e+00	9.511e-03	1.075e+00	Pass
mc217a1	0	600	30	1.00	1.00	-	26.9	9.894e-01	5.000e+00	8.189e-03	9.466e-01	Pass
mc217a1	100	525	30	1.00	1.00	-	27.0	8.393e-01	3.000e+00	1.579e-02	1.692e+00	Pass
mc217a1	100	550	30	1.00	1.00	-	27.0	9.342e-01	4.000e+00	1.154e-02	1.238e+00	Pass
mc217a1	100	575	30	1.00	1.00	-	27.0	9.614e-01	4.000e+00	9.362e-03	1.063e+00	Pass
mc217a1	100	600	30	1.00	1.00	-	27.0	9.660e-01	5.000e+00	8.030e-03	9.457e-01	Pass
mc217a1	200	525	30	1.00	1.00	-	27.3	7.965e-01	3.000e+00	1.369e-02	1.648e+00	Pass
mc217a1	200	550	30	1.00	1.00	-	27.2	8.914e-01	4.000e+00	1.014e-02	1.227e+00	Pass
mc217a1	200	575	30	1.00	1.00	-	27.2	9.186e-01	4.000e+00	8.150e-03	1.071e+00	Pass
mc217a1	200	600	30	1.00	1.00	-	27.2	9.232e-01	5.000e+00	6.960e-03	9.648e-01	Pass
mc217a1	300	550	30	1.00	1.00	-	27.3	8.701e-01	4.000e+00	9.588e-03	1.183e+00	Pass
mc217a1	300	575	30	1.00	1.00	-	27.3	8.973e-01	4.000e+00	7.646e-03	1.061e+00	Pass
mc217a1	300	600	30	1.00	1.00	-	27.3	9.019e-01	5.000e+00	6.506e-03	9.715e-01	Pass
mc217a1	350	550	30	1.00	1.00	-	27.3	8.478e-01	4.000e+00	1.180e-02	1.281e+00	Pass
mc217a1	350	575	30	1.00	1.00	-	27.3	8.751e-01	4.000e+00	9.279e-03	1.172e+00	Pass
mc217a1	350	600	30	1.00	1.00	-	27.3	8.796e-01	5.000e+00	7.833e-03	1.088e+00	Pass
mc217a1	400	550	30	1.00	1.00	-	27.1	8.009e-01	4.000e+00	1.305e-02	1.389e+00	Pass
mc217a1	400	575	30	1.00	1.00	-	27.1	8.282e-01	4.000e+00	9.995e-03	1.311e+00	Pass
mc217a1	400	600	30	1.00	1.00	-	27.1	8.327e-01	5.000e+00	8.299e-03	1.241e+00	Pass
mc217b1	0	550	30	0.98	-1.00	-	25.2	8.939e-01	4.000e+00	1.214e-02	6.187e-01	Pass
mc217b1	0	575	30	0.98	-1.00	-	25.2	9.798e-01	4.000e+00	9.347e-03	2.349e-01	Pass
mc217b1	0	600	30	0.98	-1.00	-	25.3	9.903e-01	5.000e+00	7.967e-03	1.260e-01	Pass
mc217b1	100	550	30	0.98	-1.00	-	25.2	8.834e-01	4.000e+00	1.337e-02	6.078e-01	Pass
mc217b1	100	575	30	0.98	-1.00	-	25.2	9.693e-01	4.000e+00	1.025e-02	2.573e-01	Pass
mc217b1	100	600	30	0.98	-1.00	-	25.3	9.798e-01	5.000e+00	8.709e-03	1.620e-01	Pass
mc217b1	200	550	30	0.98	-1.00	-	25.2	8.640e-01	4.000e+00	1.494e-02	6.780e-01	Pass
mc217b1	200	575	30	0.98	-1.00	-	25.2	9.499e-01	4.000e+00	1.139e-02	3.407e-01	Pass
mc217b1	200	600	30	0.98	-1.00	-	25.3	9.604e-01	5.000e+00	9.649e-03	2.432e-01	Pass
mc217b1	300	550	30	0.98	-1.00	-	25.1	8.485e-01	4.000e+00	1.642e-02	7.493e-01	Pass
mc217b1	300	575	30	0.98	-1.00	-	25.1	9.344e-01	4.000e+00	1.247e-02	4.122e-01	Pass
mc217b1	300	600	30	0.98	-1.00	-	25.2	9.449e-01	5.000e+00	1.056e-02	3.097e-01	Pass
mc217b1	350	550	30	0.98	-1.00	-	25.0	8.264e-01	4.000e+00	1.947e-02	7.243e-01	Pass
mc217b1	350	575	30	0.97	-1.00	-	25.1	9.123e-01	4.000e+00	1.462e-02	4.120e-01	Pass
mc217b1	350	600	30	0.97	-1.00	-	25.2	9.227e-01	5.000e+00	1.230e-02	3.236e-01	Pass
mc217b1	400	550	30	0.98	-1.00	-	25.2	8.084e-01	4.000e+00	2.377e-02	1.031e+00	Pass
mc217b1	400	575	30	0.97	-1.00	-	25.2	8.943e-01	4.000e+00	1.728e-02	6.918e-01	Pass
mc217b1	400	600	30	0.97	-1.00	-	25.3	9.048e-01	5.000e+00	1.430e-02	5.706e-01	Pass
mc217b1	450	575	30	0.98	-1.00	-	25.2	8.309e-01	4.000e+00	2.411e-02	1.330e+00	Pass
mc217b1	450	600	30	0.97	-1.00	-	25.3	8.414e-01	5.000e+00	1.952e-02	1.109e+00	Pass
mc217c1	0	525	30	1.00	-1.00	-	34.2	8.147e-01	3.000e+00	4.988e-02	1.236e+00	Pass
mc217c1	0	550	30	1.00	-1.00	-	35.0	9.166e-01	4.000e+00	3.695e-02	8.388e-01	Pass
mc217c1	0	575	30	1.00	-1.00	-	35.4	9.746e-01	4.000e+00	2.994e-02	7.356e-01	Pass
mc217c1	0	600	30	1.00	-1.00	-	35.4	9.839e-01	5.000e+00	2.541e-02	6.688e-01	Pass
mc217c1	100	525	30	1.00	-1.00	-	34.8	8.013e-01	3.000e+00	5.139e-02	1.111e+00	Pass
mc217c1	100	550	30	1.00	-1.00	-	35.5	9.032e-01	4.000e+00	3.740e-02	7.702e-01	Pass
mc217c1	100	575	30	1.00	-1.00	-	35.8	9.612e-01	4.000e+00	3.002e-02	6.907e-01	Pass
mc217c1	100	600	30	1.00	-1.00	-	35.9	9.705e-01	5.000e+00	2.536e-02	6.374e-01	Pass
mc217c1	200	550	30	1.00	-1.00	-	36.0	8.575e-01	4.000e+00	3.993e-02	7.108e-01	Pass
mc217c1	200	575	30	1.00	-1.00	-	36.3	9.155e-01	4.000e+00	3.165e-02	6.351e-01	Pass
mc217c1	200	600	30	1.00	-1.00	-	36.3	9.248e-01	5.000e+00	2.660e-02	5.914e-01	Pass
mc217c1	300	550	30	1.00	-1.00	-	36.3	8.328e-01	4.000e+00	4.573e-02	6.122e-01	Pass
mc217c1	300	575	30	1.00	-1.00	-	36.5	8.908e-01	4.000e+00	3.581e-02	5.649e-01	Pass
mc217c1	300	600	30	1.00	-1.00	-	36.5	9.001e-01	5.000e+00	2.991e-02	5.413e-01	Pass
mc217c1	350	550	30	1.00	-1.00	-	37.1	8.127e-01	4.000e+00	5.045e-02	7.249e-01	Pass
mc217c1	350	575	30	1.00	-1.00	-	37.3	8.707e-01	4.000e+00	3.866e-02	6.700e-01	Pass
mc217c1	350	600	30	1.00	-1.00	-	37.2	8.800e-01	5.000e+00	3.206e-02	6.451e-01	Pass
mc217c1	400	575	30	1.00	-1.00	-	38.1	8.286e-01	4.000e+00	4.590e-02	7.815e-01	Pass
mc217c1	400	600	30	1.00	-1.00	-	37.9	8.379e-01	5.000e+00	3.769e-02	7.689e-01	Pass
mc217d1	0	550	30	1.00	-1.00	-	27.1	8.676e-01	4.000e+00	4.193e-02	2.061e+00	Pass
mc217d1	0	575	30	1.00	-1.00	-	27.5	9.592e-01	4.000e+00	3.237e-02	1.526e+00	Pass
mc217d1	0	600	30	1.00	-1.00	-	27.6	9.876e-01	5.000e+00	2.674e-02	1.170e+00	Pass
mc217d1	100	550	30	1.00	-1.00	-	27.5	8.555e-01	4.000e+00	4.005e-02	1.932e+00	Pass
mc217d1	100	575	30	1.00	-1.00	-	27.9	9.472e-01	4.000e+00	3.064e-02	1.458e+00	Pass
mc217d1	100	600	30	1.00	-1.00	-	28.0	9.756e-01	5.000e+00	2.518e-02	1.127e+00	Pass
mc217d1	200	550	30	1.00	-1.00	-	28.1	7.873e-01	4.000e+00	3.461e-02	1.688e+00	Pass
mc217d1	200	575	30	1.00	-1.00	-	28.4	8.789e-01	4.000e+00	2.620e-02	1.311e+00	Pass
mc217d1	200	600	30	1.00	-1.00	-	28.4	9.073e-01	5.000e+00	2.138e-02	1.023e+00	Pass
mc217d1	300	575	30	1.00	-1.00	-	28.9	8.576e-01	4.000e+00	1.334e-02	1.315e+00	Pass
mc217d1	300	600	30	1.00	-1.00	-	28.9	8.860e-01	5.000e+00	1.083e-02	1.040e+00	Pass
mc217d1	350	575	30	1.00	-1.00	-	29.1	8.384e-01	4.000e+00	1.132e-02	1.278e+00	Pass
mc217d1	350	600	30	1.00	-1.00	-	29.1	8.668e-01	5.000e+00	9.106e-03	1.028e+00	Pass
mc217d1	400	575	30	1.00	-1.00	-	29.3	8.226e-01	4.000e+00	1.242e-02	1.322e+00	Pass
mc217d1	400	600	30	1.00	-1.00	-	29.3	8.510e-01	5.000e+00	9.861e-03	1.086e+00	Pass
mc217d1	450	575	30	1.00	-1.00	-	29.3	7.931e-01	4.000e+00	1.663e-02	1.455e+00	Pass
mc217d1	450	600	30	1.00	-1.00	-	29.3	8.215e-01	5.000e+00	1.290e-02	1.217e+00	Pass
mc217e1	0	525	30	1.00	-1.00	-	34.4	7.938e-01	3.000e+00	2.457e-02	1.824e+00	Pass
mc217e1	0	550	30	1.00	-1.00	-	34.3	9.052e-01	4.000e+00	1.699e-02	1.195e+00	Pass
mc217e1	0	575	30	1.00	-1.00	-	34.5	9.708e-01	4.000e+00	1.366e-02	9.436e-01	Pass
mc217e1	0	600	30	1.00	-1.00	-	34.4	9.882e-01	5.000e+00	1.152e-02	7.701e-01	Pass
mc217e1	100	525	30	1.00	-1.00	-	34.4	7.854e-01	3.000e+00	2.764e-02	1.610e+00	Pass
mc217e1	100	550	30	1.00	-1.00	-	34.3	8.968e-01	4.000e+00	1.892e-02	1.078e+00	Pass
mc217e1	100	575	30	1.00	-1.00	-	34.5	9.624e-01	4.000e+00	1.513e-02	8.698e-01	Pass
mc217e1	100	600	30	1.00	-1.00	-	34.4	9.798e-01	5.000e+00	1.271e-02	7.161e-01	Pass
mc217e1	200	550	30	1.00	-1.00	-	34.3	8.526e-01	4.000e+00	2.149e-02	9.440e-01	Pass
mc217e1	200	575	30	1.00	-1.00	-	34.5	9.182e-01	4.000e+00	1.707e-02	7.803e-01	Pass
mc217e1	200	600	30	1.00	-1.00	-	34.4	9.356e-01	5.000e+00	1.427e-02	6.480e-01	Pass
mc217e1	300	550	30	1.00	-1.00	-	34.5	8.158e-01	4.000e+00	2.348e-02	1.060e+00	Pass
mc217e1	300	575	30	1.00	-1.00	-	34.7	8.814e-01	4.000e+00	1.840e-02	8.653e-01	Pass
mc217e1	300	600	30	1.00	-1.00	-	34.6	8.988e-01	5.000e+00	1.534e-02	7.199e-01	Pass
mc217e1	350	550	30	1.00	-1.00	-	34.0	7.932e-01	4.000e+00	2.040e-02	1.134e+00	Pass
mc217e1	350	575	30	1.00	-1.00	-	34.3	8.588e-01	4.000e+00	1.641e-02	9.229e-01	Pass
mc217e1	350	600	30	1.00	-1.00	-	34.2	8.763e-01	5.000e+00	1.356e-02	7.727e-01	Pass
mc217e1	400	575	30	1.00	-1.00	-	34.1	8.406e-01	4.000e+00	2.004e-02	1.072e+00	Pass
mc217e1	400	600	30	1.00	-1.00	-	34.1	8.581e-01	5.000e+00	1.631e-02	9.072e-01	Pass
mc217e1	450	575	30	1.00	-1.00	-	34.5	7.837e-01	4.000e+00	2.721e-02	1.308e+00	Pass
mc217e1	450	600	30	1.00	-1.00	-	34.4	8.011e-01	5.000e+00	2.172e-02	1.127e+00	Pass
mc218a1	0	400	30	1.00	-1.00	-	39.1	8.178e-01	2.000e+00	3.719e-02	5.398e+00	Pass
mc218a1	0	450	30	1.00	-1.00	-	38.7	8.828e-01	2.000e+00	3.067e-02	6.753e+00	Pass
mc218a1	0	500	30	1.00	-1.00	-	37.8	9.551e-01	3.000e+00	3.127e-02	5.858e+00	Pass
mc218a1	0	525	30	1.00	-1.00	-	37.2	9.775e-01	3.000e+00	3.047e-02	5.649e+00	Pass
mc218a1	0	550	30	1.00	-1.00	-	36.8	9.956e-01	4.000e+00	2.934e-02	5.150e+00	Pass
mc218a1	100	450	30	1.00	-1.00	-	39.4	8.412e-01	2.000e+00	3.816e-02	7.661e+00	Pass
mc218a1	100	500	30	1.00	-1.00	-	38.3	9.135e-01	3.000e+00	4.059e-02	6.665e+00	Pass
mc218a1	100	525	30	1.00	-1.00	-	37.5	9.359e-01	3.000e+00	3.971e-02	6.518e+00	Pass
mc218b1	0	400	30	1.00	-1.00	-	34.0	8.097e-01	2.000e+00	3.565e-02	3.841e+00	Pass
mc218b1	0	450	30	1.00	-1.00	-	34.5	8.861e-01	2.000e+00	3.168e-02	5.497e+00	Pass
mc218b1	0	500	30	1.00	-1.00	-	34.1	9.533e-01	3.000e+00	2.777e-02	4.829e+00	Pass
mc218b1	0	525	30	1.00	-1.00	-	33.7	9.749e-01	3.000e+00	2.638e-02	4.775e+00	Pass
mc218b1	0	550	30	1.00	-1.00	-	33.0	9.955e-01	4.000e+00	3.032e-02	4.318e+00	Pass
mc218b1	0	575	30	1.00	-1.00	-	32.4	9.985e-01	4.000e+00	3.338e-02	3.999e+00	Pass
mc218b1	100	450	30	1.00	-1.00	-	35.5	8.465e-01	2.000e+00	3.654e-02	6.808e+00	Pass
mc218b1	100	500	30	1.00	-1.00	-	34.9	9.137e-01	3.000e+00	3.333e-02	5.987e+00	Pass
mc218b1	100	525	30	1.00	-1.00	-	34.3	9.353e-01	3.000e+00	3.274e-02	5.954e+00	Pass
mc218b1	100	550	30	1.00	-1.00	-	33.4	9.559e-01	4.000e+00	3.900e-02	5.404e+00	Pass
mc218d1	0	400	30	1.00	-1.00	-	37.2	8.061e-01	2.000e+00	2.633e-02	4.268e+00	Pass
